user_id,study_cd,status,joined_at,left_at
imseohyeon@kakao.com,8,LEFT,2024-11-13 16:52:26,2024-11-21 16:52:26
ujinbag@gmail.com,149,JOINED,2024-12-02 16:52:26,
ujinbag@gmail.com,64,LEFT,2024-11-22 16:52:26,2024-11-30 16:52:26
ujinbag@gmail.com,27,LEFT,2024-10-31 16:52:26,2024-11-03 16:52:26
ujinbag@gmail.com,32,LEFT,2024-11-25 16:52:26,2024-11-26 16:52:26
ujinbag@gmail.com,200,LEFT,2024-11-18 16:52:26,2024-11-21 16:52:26
minseocoe@kakao.com,53,JOINED,2024-11-29 16:52:26,
minseocoe@kakao.com,96,LEFT,2024-11-04 16:52:26,2024-11-06 16:52:26
minseocoe@kakao.com,150,LEFT,2024-11-07 16:52:26,2024-11-12 16:52:26
minseocoe@kakao.com,20,LEFT,2024-11-25 16:52:26,2024-11-27 16:52:26
minjaegang@daum.net,53,JOINED,2024-11-27 16:52:26,
minjaegang@daum.net,114,LEFT,2024-10-31 16:52:26,2024-11-03 16:52:26
minjaegang@daum.net,24,LEFT,2024-10-28 16:52:26,2024-11-03 16:52:26
minjaegang@daum.net,32,LEFT,2024-11-24 16:52:26,2024-12-02 16:52:26
minjaegang@daum.net,13,LEFT,2024-11-20 16:52:26,2024-11-30 16:52:26
minjaegang@daum.net,111,LEFT,2024-10-30 16:52:26,2024-11-06 16:52:26
tgang@kakao.com,135,JOINED,2024-12-25 16:52:26,
tgang@kakao.com,175,LEFT,2024-11-12 16:52:26,2024-11-15 16:52:26
tgang@kakao.com,91,LEFT,2024-11-19 16:52:26,2024-11-22 16:52:26
tgang@kakao.com,71,LEFT,2024-11-17 16:52:26,2024-11-25 16:52:26
uyujin@naver.com,41,JOINED,2024-12-24 16:52:26,
uyujin@naver.com,159,LEFT,2024-11-06 16:52:26,2024-11-10 16:52:26
uyujin@naver.com,166,LEFT,2024-11-16 16:52:26,2024-11-24 16:52:26
uyujin@naver.com,106,LEFT,2024-10-28 16:52:26,2024-11-06 16:52:26
uyujin@naver.com,123,LEFT,2024-11-24 16:52:26,2024-11-26 16:52:26
tgim@gmail.com,78,JOINED,2024-12-13 16:52:26,
tgim@gmail.com,108,LEFT,2024-11-19 16:52:26,2024-11-28 16:52:26
junhyeog55@gmail.com,70,JOINED,2024-12-05 16:52:26,
junhyeog55@gmail.com,5,LEFT,2024-11-13 16:52:26,2024-11-19 16:52:26
junhyeog55@gmail.com,123,LEFT,2024-11-08 16:52:26,2024-11-16 16:52:26
junhyeog55@gmail.com,89,LEFT,2024-10-27 16:52:26,2024-11-06 16:52:26
junhyeog55@gmail.com,129,LEFT,2024-11-15 16:52:26,2024-11-22 16:52:26
migyeongi@hanmail.net,76,JOINED,2024-12-20 16:52:26,
sujincoe@gmail.com,88,JOINED,2024-12-06 16:52:26,
sujincoe@gmail.com,8,LEFT,2024-10-28 16:52:26,2024-11-02 16:52:26
minseo32@daum.net,16,JOINED,2024-11-30 16:52:26,
minseo32@daum.net,136,LEFT,2024-11-14 16:52:26,2024-11-24 16:52:26
minseo32@daum.net,60,LEFT,2024-11-20 16:52:26,2024-11-22 16:52:26
minseo32@daum.net,64,LEFT,2024-11-04 16:52:26,2024-11-08 16:52:26
mgim@naver.com,75,JOINED,2024-12-08 16:52:26,
mgim@naver.com,15,LEFT,2024-11-01 16:52:26,2024-11-05 16:52:26
mgim@naver.com,148,LEFT,2024-10-29 16:52:26,2024-11-05 16:52:26
mgim@naver.com,91,LEFT,2024-10-27 16:52:26,2024-10-30 16:52:26
mgim@naver.com,46,LEFT,2024-11-18 16:52:26,2024-11-28 16:52:26
mgim@naver.com,82,LEFT,2024-10-31 16:52:26,2024-11-06 16:52:26
ggim@hanmail.net,159,JOINED,2024-12-25 16:52:26,
ggim@hanmail.net,180,LEFT,2024-11-14 16:52:26,2024-11-24 16:52:26
ggim@hanmail.net,145,LEFT,2024-11-21 16:52:26,2024-12-01 16:52:26
ggim@hanmail.net,49,LEFT,2024-10-30 16:52:26,2024-11-07 16:52:26
ggim@hanmail.net,139,LEFT,2024-11-16 16:52:26,2024-11-19 16:52:26
ggim@hanmail.net,126,LEFT,2024-11-24 16:52:26,2024-11-26 16:52:26
jiubae@hanmail.net,16,JOINED,2024-12-18 16:52:26,
jiubae@hanmail.net,57,LEFT,2024-11-25 16:52:26,2024-12-04 16:52:26
jiubae@hanmail.net,123,LEFT,2024-11-25 16:52:26,2024-12-01 16:52:26
jiubae@hanmail.net,158,LEFT,2024-11-19 16:52:26,2024-11-22 16:52:26
jiubae@hanmail.net,88,LEFT,2024-11-03 16:52:26,2024-11-06 16:52:26
jihye65@naver.com,90,JOINED,2024-12-24 16:52:26,
jimingim@hanmail.net,41,JOINED,2024-12-07 16:52:26,
jimingim@hanmail.net,37,LEFT,2024-11-01 16:52:26,2024-11-03 16:52:26
jimingim@hanmail.net,135,LEFT,2024-10-29 16:52:26,2024-11-04 16:52:26
jimingim@hanmail.net,19,LEFT,2024-11-14 16:52:26,2024-11-21 16:52:26
jimingim@hanmail.net,151,LEFT,2024-11-22 16:52:26,2024-11-28 16:52:26
jimingim@hanmail.net,78,LEFT,2024-11-15 16:52:26,2024-11-18 16:52:26
gojia@hanmail.net,44,JOINED,2024-12-02 16:52:26,
gojia@hanmail.net,164,LEFT,2024-11-10 16:52:26,2024-11-16 16:52:26
gojia@hanmail.net,45,LEFT,2024-11-03 16:52:26,2024-11-12 16:52:26
gojia@hanmail.net,178,LEFT,2024-10-28 16:52:26,2024-11-07 16:52:26
xhong@kakao.com,99,JOINED,2024-12-18 16:52:26,
xhong@kakao.com,151,LEFT,2024-10-30 16:52:26,2024-11-02 16:52:26
xhong@kakao.com,97,LEFT,2024-11-16 16:52:26,2024-11-21 16:52:26
xhong@kakao.com,33,LEFT,2024-11-20 16:52:26,2024-11-21 16:52:26
xhong@kakao.com,180,LEFT,2024-11-07 16:52:26,2024-11-14 16:52:26
xhong@kakao.com,198,LEFT,2024-11-07 16:52:26,2024-11-08 16:52:26
gimgyeongsu@gmail.com,50,JOINED,2024-12-06 16:52:26,
gimgyeongsu@gmail.com,157,LEFT,2024-11-18 16:52:26,2024-11-28 16:52:26
gimgyeongsu@gmail.com,27,LEFT,2024-10-27 16:52:26,2024-11-04 16:52:26
sson@kakao.com,40,JOINED,2024-12-15 16:52:26,
sson@kakao.com,20,LEFT,2024-11-18 16:52:26,2024-11-24 16:52:26
sson@kakao.com,82,LEFT,2024-11-20 16:52:26,2024-11-22 16:52:26
sson@kakao.com,182,LEFT,2024-11-04 16:52:26,2024-11-10 16:52:26
sson@kakao.com,115,LEFT,2024-11-25 16:52:26,2024-11-30 16:52:26
sson@kakao.com,54,LEFT,2024-11-18 16:52:26,2024-11-20 16:52:26
jihungim@naver.com,97,JOINED,2024-12-17 16:52:26,
dohyeon09@kakao.com,195,JOINED,2024-12-25 16:52:26,
gimyejin@kakao.com,106,JOINED,2024-12-11 16:52:26,
gimyejin@kakao.com,108,LEFT,2024-11-20 16:52:26,2024-11-27 16:52:26
gimyejin@kakao.com,127,LEFT,2024-10-28 16:52:26,2024-11-04 16:52:26
gimyejin@kakao.com,90,LEFT,2024-11-08 16:52:26,2024-11-15 16:52:26
gimyejin@kakao.com,26,LEFT,2024-10-30 16:52:26,2024-11-07 16:52:26
gimyejin@kakao.com,148,LEFT,2024-11-05 16:52:26,2024-11-09 16:52:26
subin58@hanmail.net,45,JOINED,2024-12-11 16:52:26,
yunjaehyeon@gmail.com,10,JOINED,2024-12-16 16:52:26,
yejun40@daum.net,89,JOINED,2024-12-17 16:52:26,
li@hanmail.net,22,JOINED,2024-12-15 16:52:26,
li@hanmail.net,97,LEFT,2024-11-20 16:52:26,2024-11-22 16:52:26
agweon@daum.net,149,JOINED,2024-11-27 16:52:26,
minseog41@gmail.com,94,JOINED,2024-12-06 16:52:26,
minseog41@gmail.com,124,LEFT,2024-11-03 16:52:26,2024-11-04 16:52:26
minseog41@gmail.com,111,LEFT,2024-11-05 16:52:26,2024-11-08 16:52:26
minseog41@gmail.com,156,LEFT,2024-10-28 16:52:26,2024-11-04 16:52:26
minseog41@gmail.com,41,LEFT,2024-11-24 16:52:26,2024-11-26 16:52:26
junseohan@daum.net,92,JOINED,2024-12-19 16:52:26,
junseohan@daum.net,105,LEFT,2024-11-03 16:52:26,2024-11-12 16:52:26
ui@gmail.com,195,JOINED,2024-11-26 16:52:26,
ui@gmail.com,139,LEFT,2024-11-17 16:52:26,2024-11-22 16:52:26
ui@gmail.com,77,LEFT,2024-11-18 16:52:26,2024-11-20 16:52:26
ui@gmail.com,13,LEFT,2024-11-13 16:52:26,2024-11-23 16:52:26
ui@gmail.com,141,LEFT,2024-10-30 16:52:26,2024-11-07 16:52:26
ui@gmail.com,40,LEFT,2024-11-24 16:52:26,2024-11-30 16:52:26
jeongung41@daum.net,1,JOINED,2024-12-12 16:52:26,
yeongsun25@hanmail.net,83,JOINED,2024-11-29 16:52:26,
yeongsun25@hanmail.net,161,LEFT,2024-11-06 16:52:26,2024-11-14 16:52:26
yeongsun25@hanmail.net,52,LEFT,2024-11-22 16:52:26,2024-11-23 16:52:26
yeongsun25@hanmail.net,53,LEFT,2024-11-20 16:52:26,2024-11-25 16:52:26
yeongsun25@hanmail.net,21,LEFT,2024-11-10 16:52:26,2024-11-12 16:52:26
yeongsun25@hanmail.net,79,LEFT,2024-10-31 16:52:26,2024-11-07 16:52:26
bagyeongsun@daum.net,129,JOINED,2024-12-10 16:52:26,
bagyeongsun@daum.net,68,LEFT,2024-11-23 16:52:26,2024-12-02 16:52:26
bagyeongsun@daum.net,100,LEFT,2024-11-20 16:52:26,2024-11-26 16:52:26
bagyeongsun@daum.net,98,LEFT,2024-11-14 16:52:26,2024-11-17 16:52:26
bagyeongsun@daum.net,115,LEFT,2024-11-24 16:52:26,2024-11-29 16:52:26
bagyeongsun@daum.net,113,LEFT,2024-11-11 16:52:26,2024-11-16 16:52:26
junseogweon@kakao.com,63,JOINED,2024-11-29 16:52:26,
junseogweon@kakao.com,145,LEFT,2024-11-24 16:52:26,2024-11-27 16:52:26
junseogweon@kakao.com,193,LEFT,2024-11-03 16:52:26,2024-11-05 16:52:26
yunjihye@kakao.com,25,JOINED,2024-12-04 16:52:26,
yunjihye@kakao.com,139,LEFT,2024-11-12 16:52:26,2024-11-22 16:52:26
yunjihye@kakao.com,59,LEFT,2024-11-08 16:52:26,2024-11-09 16:52:26
fgim@hanmail.net,107,JOINED,2024-11-29 16:52:26,
fgim@hanmail.net,108,LEFT,2024-11-08 16:52:26,2024-11-16 16:52:26
fgim@hanmail.net,147,LEFT,2024-10-28 16:52:26,2024-11-01 16:52:26
fgim@hanmail.net,122,LEFT,2024-11-16 16:52:26,2024-11-18 16:52:26
fgim@hanmail.net,102,LEFT,2024-10-28 16:52:26,2024-10-29 16:52:26
geonugwag@daum.net,137,JOINED,2024-12-07 16:52:26,
geonugwag@daum.net,147,LEFT,2024-11-04 16:52:26,2024-11-14 16:52:26
geonugwag@daum.net,38,LEFT,2024-11-22 16:52:26,2024-11-30 16:52:26
geonugwag@daum.net,45,LEFT,2024-11-20 16:52:26,2024-11-24 16:52:26
geonugwag@daum.net,50,LEFT,2024-11-21 16:52:26,2024-11-22 16:52:26
junho15@naver.com,116,JOINED,2024-12-23 16:52:26,
junho15@naver.com,112,LEFT,2024-11-19 16:52:26,2024-11-22 16:52:26
junho15@naver.com,153,LEFT,2024-11-17 16:52:26,2024-11-23 16:52:26
junho15@naver.com,187,LEFT,2024-10-27 16:52:26,2024-10-29 16:52:26
junho15@naver.com,23,LEFT,2024-11-13 16:52:26,2024-11-22 16:52:26
junho15@naver.com,102,LEFT,2024-11-08 16:52:26,2024-11-14 16:52:26
juareum@hanmail.net,78,JOINED,2024-12-09 16:52:26,
juareum@hanmail.net,4,LEFT,2024-10-31 16:52:26,2024-11-10 16:52:26
juareum@hanmail.net,151,LEFT,2024-11-09 16:52:26,2024-11-16 16:52:26
juareum@hanmail.net,29,LEFT,2024-11-12 16:52:26,2024-11-15 16:52:26
seongmingim@hanmail.net,41,JOINED,2024-12-07 16:52:26,
seongmingim@hanmail.net,150,LEFT,2024-11-01 16:52:26,2024-11-03 16:52:26
seongmingim@hanmail.net,28,LEFT,2024-11-07 16:52:26,2024-11-09 16:52:26
seongmingim@hanmail.net,74,LEFT,2024-10-29 16:52:26,2024-11-07 16:52:26
seongmingim@hanmail.net,89,LEFT,2024-10-28 16:52:26,2024-11-04 16:52:26
myeongja70@kakao.com,75,JOINED,2024-12-13 16:52:26,
myeongja70@kakao.com,125,LEFT,2024-11-07 16:52:26,2024-11-17 16:52:26
myeongja70@kakao.com,122,LEFT,2024-11-24 16:52:26,2024-11-27 16:52:26
myeongja70@kakao.com,71,LEFT,2024-11-13 16:52:26,2024-11-16 16:52:26
myeongja70@kakao.com,159,LEFT,2024-11-06 16:52:26,2024-11-13 16:52:26
myeongja70@kakao.com,10,LEFT,2024-11-13 16:52:26,2024-11-19 16:52:26
ino@kakao.com,187,JOINED,2024-12-18 16:52:26,
myeongsuggim@kakao.com,130,JOINED,2024-11-26 16:52:26,
myeongsuggim@kakao.com,96,LEFT,2024-11-25 16:52:26,2024-12-01 16:52:26
myeongsuggim@kakao.com,78,LEFT,2024-11-16 16:52:26,2024-11-21 16:52:26
baejeongsug@gmail.com,134,JOINED,2024-11-28 16:52:26,
baejeongsug@gmail.com,176,LEFT,2024-11-22 16:52:26,2024-11-26 16:52:26
baejeongsug@gmail.com,35,LEFT,2024-11-16 16:52:26,2024-11-24 16:52:26
baejeongsug@gmail.com,199,LEFT,2024-10-30 16:52:26,2024-11-05 16:52:26
baejeongsug@gmail.com,69,LEFT,2024-11-02 16:52:26,2024-11-09 16:52:26
baejeongsug@gmail.com,155,LEFT,2024-11-05 16:52:26,2024-11-07 16:52:26
gimseohyeon@kakao.com,52,JOINED,2024-12-11 16:52:26,
gimseohyeon@kakao.com,105,LEFT,2024-11-02 16:52:26,2024-11-10 16:52:26
guseoyeong@hanmail.net,141,JOINED,2024-11-28 16:52:26,
guseoyeong@hanmail.net,15,LEFT,2024-11-09 16:52:26,2024-11-12 16:52:26
guseoyeong@hanmail.net,17,LEFT,2024-11-16 16:52:26,2024-11-25 16:52:26
jeongunggim@daum.net,111,JOINED,2024-12-21 16:52:26,
jeongunggim@daum.net,146,LEFT,2024-11-25 16:52:26,2024-11-28 16:52:26
jeongunggim@daum.net,50,LEFT,2024-10-28 16:52:26,2024-11-01 16:52:26
jeongunggim@daum.net,15,LEFT,2024-11-18 16:52:26,2024-11-19 16:52:26
jeongunggim@daum.net,117,LEFT,2024-11-24 16:52:26,2024-11-30 16:52:26
lgim@gmail.com,191,JOINED,2024-12-19 16:52:26,
lgim@gmail.com,95,LEFT,2024-10-30 16:52:26,2024-11-07 16:52:26
lgim@gmail.com,130,LEFT,2024-11-13 16:52:26,2024-11-15 16:52:26
nhan@daum.net,185,JOINED,2024-12-25 16:52:26,
nhan@daum.net,96,LEFT,2024-11-10 16:52:26,2024-11-20 16:52:26
fgang@kakao.com,122,JOINED,2024-12-20 16:52:26,
fgang@kakao.com,151,LEFT,2024-11-08 16:52:26,2024-11-14 16:52:26
fgang@kakao.com,89,LEFT,2024-11-20 16:52:26,2024-11-25 16:52:26
fgang@kakao.com,192,LEFT,2024-10-30 16:52:26,2024-11-01 16:52:26
kbag@naver.com,80,JOINED,2024-12-25 16:52:26,
kbag@naver.com,13,LEFT,2024-11-20 16:52:26,2024-11-30 16:52:26
kbag@naver.com,200,LEFT,2024-11-19 16:52:26,2024-11-23 16:52:26
kbag@naver.com,166,LEFT,2024-11-18 16:52:26,2024-11-22 16:52:26
gimyeongil@kakao.com,76,JOINED,2024-12-05 16:52:26,
gimyeongil@kakao.com,132,LEFT,2024-11-25 16:52:26,2024-11-26 16:52:26
gimyeongil@kakao.com,122,LEFT,2024-10-27 16:52:26,2024-10-30 16:52:26
gimyeongil@kakao.com,166,LEFT,2024-11-20 16:52:26,2024-11-30 16:52:26
bgim@daum.net,3,JOINED,2024-12-18 16:52:26,
bgim@daum.net,156,LEFT,2024-10-31 16:52:26,2024-11-05 16:52:26
bgim@daum.net,183,LEFT,2024-11-03 16:52:26,2024-11-08 16:52:26
siu20@daum.net,116,JOINED,2024-11-27 16:52:26,
siu20@daum.net,90,LEFT,2024-11-11 16:52:26,2024-11-16 16:52:26
siu20@daum.net,56,LEFT,2024-11-11 16:52:26,2024-11-16 16:52:26
siu20@daum.net,174,LEFT,2024-11-09 16:52:26,2024-11-19 16:52:26
seoyeongcoe@hanmail.net,109,JOINED,2024-12-07 16:52:26,
seoogsun@hanmail.net,2,JOINED,2024-12-09 16:52:26,
seoogsun@hanmail.net,96,LEFT,2024-11-08 16:52:26,2024-11-18 16:52:26
seoogsun@hanmail.net,156,LEFT,2024-11-16 16:52:26,2024-11-21 16:52:26
seoogsun@hanmail.net,176,LEFT,2024-11-22 16:52:26,2024-11-30 16:52:26
seoogsun@hanmail.net,17,LEFT,2024-11-15 16:52:26,2024-11-20 16:52:26
seoogsun@hanmail.net,164,LEFT,2024-11-15 16:52:26,2024-11-20 16:52:26
idonghyeon@hanmail.net,74,JOINED,2024-12-05 16:52:26,
idonghyeon@hanmail.net,167,LEFT,2024-11-16 16:52:26,2024-11-20 16:52:26
idonghyeon@hanmail.net,39,LEFT,2024-11-09 16:52:26,2024-11-13 16:52:26
idonghyeon@hanmail.net,15,LEFT,2024-10-31 16:52:26,2024-11-10 16:52:26
idonghyeon@hanmail.net,104,LEFT,2024-11-04 16:52:26,2024-11-10 16:52:26
idonghyeon@hanmail.net,175,LEFT,2024-11-21 16:52:26,2024-11-22 16:52:26
hanjungsu@gmail.com,178,JOINED,2024-12-10 16:52:26,
hanjungsu@gmail.com,67,LEFT,2024-10-27 16:52:26,2024-11-03 16:52:26
hanjungsu@gmail.com,104,LEFT,2024-11-13 16:52:26,2024-11-14 16:52:26
bagjaeho@kakao.com,158,JOINED,2024-12-03 16:52:26,
bagjaeho@kakao.com,49,LEFT,2024-11-15 16:52:26,2024-11-19 16:52:26
bagjaeho@kakao.com,176,LEFT,2024-11-08 16:52:26,2024-11-16 16:52:26
bagjaeho@kakao.com,172,LEFT,2024-11-14 16:52:26,2024-11-23 16:52:26
bagjaeho@kakao.com,77,LEFT,2024-10-29 16:52:26,2024-11-01 16:52:26
ibag@hanmail.net,179,JOINED,2024-11-27 16:52:26,
ibag@hanmail.net,47,LEFT,2024-11-16 16:52:26,2024-11-18 16:52:26
ibag@hanmail.net,121,LEFT,2024-11-21 16:52:26,2024-11-26 16:52:26
ibag@hanmail.net,186,LEFT,2024-10-31 16:52:26,2024-11-09 16:52:26
ibag@hanmail.net,196,LEFT,2024-10-27 16:52:26,2024-10-30 16:52:26
gominjae@hanmail.net,185,JOINED,2024-11-27 16:52:26,
gominjae@hanmail.net,168,LEFT,2024-11-23 16:52:26,2024-11-27 16:52:26
gominjae@hanmail.net,91,LEFT,2024-11-18 16:52:26,2024-11-23 16:52:26
eunyeonggim@hanmail.net,115,JOINED,2024-11-30 16:52:26,
eunyeonggim@hanmail.net,96,LEFT,2024-11-17 16:52:26,2024-11-27 16:52:26
eunyeonggim@hanmail.net,76,LEFT,2024-11-11 16:52:26,2024-11-13 16:52:26
seongmini@hanmail.net,129,JOINED,2024-12-24 16:52:26,
seongmini@hanmail.net,150,LEFT,2024-11-07 16:52:26,2024-11-17 16:52:26
seongmini@hanmail.net,19,LEFT,2024-11-10 16:52:26,2024-11-14 16:52:26
seongmini@hanmail.net,129,LEFT,2024-11-22 16:52:26,2024-11-29 16:52:26
seongmini@hanmail.net,136,LEFT,2024-11-16 16:52:26,2024-11-23 16:52:26
seongmini@hanmail.net,14,LEFT,2024-10-29 16:52:26,2024-11-01 16:52:26
yujingweon@daum.net,39,JOINED,2024-12-19 16:52:26,
yujingweon@daum.net,105,LEFT,2024-11-07 16:52:26,2024-11-15 16:52:26
yujingweon@daum.net,37,LEFT,2024-11-15 16:52:26,2024-11-18 16:52:26
bagmijeong@daum.net,24,JOINED,2024-12-10 16:52:26,
bagmijeong@daum.net,162,LEFT,2024-11-20 16:52:26,2024-11-26 16:52:26
bagmijeong@daum.net,163,LEFT,2024-11-24 16:52:26,2024-11-25 16:52:26
gimjiyeong@gmail.com,123,JOINED,2024-12-17 16:52:26,
gimjiyeong@gmail.com,195,LEFT,2024-11-01 16:52:26,2024-11-04 16:52:26
pbag@kakao.com,157,JOINED,2024-12-01 16:52:26,
pbag@kakao.com,126,LEFT,2024-10-31 16:52:26,2024-11-02 16:52:26
kbag@hanmail.net,37,JOINED,2024-12-06 16:52:26,
kbag@hanmail.net,163,LEFT,2024-11-12 16:52:26,2024-11-19 16:52:26
kbag@hanmail.net,110,LEFT,2024-11-10 16:52:26,2024-11-17 16:52:26
kbag@hanmail.net,2,LEFT,2024-11-24 16:52:26,2024-12-03 16:52:26
si@daum.net,56,JOINED,2024-12-02 16:52:26,
si@daum.net,4,LEFT,2024-10-28 16:52:26,2024-11-03 16:52:26
si@daum.net,194,LEFT,2024-10-30 16:52:26,2024-11-08 16:52:26
jinhoi@gmail.com,52,JOINED,2024-12-25 16:52:26,
jinhoi@gmail.com,2,LEFT,2024-11-05 16:52:26,2024-11-09 16:52:26
jinhoi@gmail.com,58,LEFT,2024-11-03 16:52:26,2024-11-09 16:52:26
jinhoi@gmail.com,80,LEFT,2024-11-21 16:52:26,2024-11-23 16:52:26
jinhoi@gmail.com,99,LEFT,2024-11-09 16:52:26,2024-11-19 16:52:26
jinhoi@gmail.com,79,LEFT,2024-11-20 16:52:26,2024-11-22 16:52:26
sanghun06@gmail.com,13,JOINED,2024-12-16 16:52:26,
sanghun06@gmail.com,117,LEFT,2024-11-02 16:52:26,2024-11-11 16:52:26
sanghun06@gmail.com,153,LEFT,2024-11-09 16:52:26,2024-11-15 16:52:26
sunja47@hanmail.net,120,JOINED,2024-11-27 16:52:26,
sunja47@hanmail.net,35,LEFT,2024-11-15 16:52:26,2024-11-23 16:52:26
sunja47@hanmail.net,92,LEFT,2024-11-01 16:52:26,2024-11-05 16:52:26
sunja47@hanmail.net,43,LEFT,2024-10-27 16:52:26,2024-11-03 16:52:26
sunja47@hanmail.net,5,LEFT,2024-11-18 16:52:26,2024-11-22 16:52:26
sunja47@hanmail.net,187,LEFT,2024-11-21 16:52:26,2024-11-25 16:52:26
ibae@gmail.com,6,JOINED,2024-12-07 16:52:26,
ibae@gmail.com,44,LEFT,2024-11-22 16:52:26,2024-11-28 16:52:26
ibae@gmail.com,183,LEFT,2024-11-05 16:52:26,2024-11-06 16:52:26
ibae@gmail.com,97,LEFT,2024-10-28 16:52:26,2024-11-02 16:52:26
ibae@gmail.com,198,LEFT,2024-11-08 16:52:26,2024-11-18 16:52:26
bagjinho@daum.net,14,JOINED,2024-12-06 16:52:26,
baegjongsu@daum.net,182,JOINED,2024-12-22 16:52:26,
baegjongsu@daum.net,6,LEFT,2024-11-24 16:52:26,2024-11-26 16:52:26
baegjongsu@daum.net,107,LEFT,2024-11-11 16:52:26,2024-11-18 16:52:26
baegjongsu@daum.net,32,LEFT,2024-11-08 16:52:26,2024-11-13 16:52:26
baegjongsu@daum.net,122,LEFT,2024-11-03 16:52:26,2024-11-06 16:52:26
baegjongsu@daum.net,53,LEFT,2024-11-03 16:52:26,2024-11-04 16:52:26
jeongho47@daum.net,86,JOINED,2024-12-12 16:52:26,
jeongho47@daum.net,26,LEFT,2024-11-04 16:52:26,2024-11-13 16:52:26
jeongho47@daum.net,70,LEFT,2024-11-06 16:52:26,2024-11-16 16:52:26
jeongho47@daum.net,180,LEFT,2024-11-21 16:52:26,2024-11-28 16:52:26
jeongho47@daum.net,27,LEFT,2024-11-09 16:52:26,2024-11-19 16:52:26
jeongho47@daum.net,31,LEFT,2024-11-16 16:52:26,2024-11-18 16:52:26
ssong@kakao.com,31,JOINED,2024-12-10 16:52:26,
ssong@kakao.com,156,LEFT,2024-11-19 16:52:26,2024-11-24 16:52:26
gimjaeho@naver.com,144,JOINED,2024-12-19 16:52:26,
gimjaeho@naver.com,181,LEFT,2024-11-12 16:52:26,2024-11-17 16:52:26
gimjaeho@naver.com,42,LEFT,2024-11-24 16:52:26,2024-12-03 16:52:26
gimsunog@kakao.com,138,JOINED,2024-11-26 16:52:26,
gimsunog@kakao.com,177,LEFT,2024-10-27 16:52:26,2024-11-04 16:52:26
boram04@gmail.com,93,JOINED,2024-12-18 16:52:26,
qgim@gmail.com,4,JOINED,2024-12-04 16:52:26,
gimyejun@kakao.com,32,JOINED,2024-11-29 16:52:26,
gimyejun@kakao.com,172,LEFT,2024-11-10 16:52:26,2024-11-13 16:52:26
gimyejun@kakao.com,24,LEFT,2024-11-01 16:52:26,2024-11-10 16:52:26
gimyejun@kakao.com,20,LEFT,2024-11-02 16:52:26,2024-11-04 16:52:26
gimyejun@kakao.com,66,LEFT,2024-11-05 16:52:26,2024-11-09 16:52:26
sujin71@hanmail.net,126,JOINED,2024-12-16 16:52:26,
sujin71@hanmail.net,119,LEFT,2024-11-24 16:52:26,2024-11-26 16:52:26
sujin71@hanmail.net,45,LEFT,2024-10-29 16:52:26,2024-10-30 16:52:26
jihu50@daum.net,83,JOINED,2024-12-14 16:52:26,
jihu50@daum.net,81,LEFT,2024-11-12 16:52:26,2024-11-14 16:52:26
jihu50@daum.net,25,LEFT,2024-10-29 16:52:26,2024-10-30 16:52:26
jihu50@daum.net,3,LEFT,2024-10-29 16:52:26,2024-11-01 16:52:26
jihu50@daum.net,170,LEFT,2024-11-05 16:52:26,2024-11-08 16:52:26
jihu50@daum.net,85,LEFT,2024-11-14 16:52:26,2024-11-22 16:52:26
yunseocoe@daum.net,172,JOINED,2024-12-17 16:52:26,
yunseocoe@daum.net,24,LEFT,2024-11-14 16:52:26,2024-11-20 16:52:26
yunseocoe@daum.net,47,LEFT,2024-11-22 16:52:26,2024-11-29 16:52:26
yunseocoe@daum.net,103,LEFT,2024-11-11 16:52:26,2024-11-16 16:52:26
yunseocoe@daum.net,99,LEFT,2024-11-03 16:52:26,2024-11-11 16:52:26
yunseocoe@daum.net,108,LEFT,2024-11-05 16:52:26,2024-11-08 16:52:26
ijihyeon@daum.net,32,JOINED,2024-12-21 16:52:26,
ijihyeon@daum.net,186,LEFT,2024-11-24 16:52:26,2024-11-27 16:52:26
ijihyeon@daum.net,27,LEFT,2024-11-12 16:52:26,2024-11-22 16:52:26
ijihyeon@daum.net,124,LEFT,2024-10-31 16:52:26,2024-11-10 16:52:26
ijihyeon@daum.net,174,LEFT,2024-11-11 16:52:26,2024-11-14 16:52:26
ijihyeon@daum.net,157,LEFT,2024-11-13 16:52:26,2024-11-19 16:52:26
iyunseo@naver.com,169,JOINED,2024-12-25 16:52:26,
iyunseo@naver.com,187,LEFT,2024-10-28 16:52:26,2024-10-31 16:52:26
iyunseo@naver.com,124,LEFT,2024-10-27 16:52:26,2024-11-04 16:52:26
iyunseo@naver.com,29,LEFT,2024-10-28 16:52:26,2024-11-04 16:52:26
iyunseo@naver.com,113,LEFT,2024-11-24 16:52:26,2024-11-26 16:52:26
iyunseo@naver.com,67,LEFT,2024-11-05 16:52:26,2024-11-11 16:52:26
migyeonggim@kakao.com,4,JOINED,2024-12-03 16:52:26,
migyeonggim@kakao.com,135,LEFT,2024-11-01 16:52:26,2024-11-11 16:52:26
migyeonggim@kakao.com,186,LEFT,2024-11-07 16:52:26,2024-11-11 16:52:26
migyeonggim@kakao.com,172,LEFT,2024-10-29 16:52:26,2024-11-04 16:52:26
migyeonggim@kakao.com,133,LEFT,2024-11-09 16:52:26,2024-11-19 16:52:26
migyeonggim@kakao.com,25,LEFT,2024-11-12 16:52:26,2024-11-16 16:52:26
